id,name,description,cost,image,subcategory,availability
196,Стиральный порошок Tide Universal 10кг.,"Стиральный ПорошокTide universal 10кг содержит специальные компоненты, которые помогают сохранить яркость вещей, обеспечивает гарантированную чистоту вещей наполняя их легкой и приятной свежестью. Предназначен для стирки в стиральных машинах любого типа. Рассчитан на 130 стирок",300,/chemistry/18-liquid-powder/Tide10kg.jpg,19,true
197,"Стиральный порошок Waschkonig color, 5кг. (65 стирок)","Waschkonig Color - очень эффективный бесфосфатный стиральный порошок для цветных тканей (30°, 40°, 60° С) для всех типов стиральных машин, а также для ручной стирки. Стиральный порошок WASCHBAR COLOR создан по немецким технологиям, имеет европейское качество и очень удобную экономичную упаковку.

Преимуществами этого порошка является:

- подходит для ручной и для машинной стирки;

- отлично растворяется в воде;

- эффективен уже при 30 градусах С;

- обладает способностью восстановления цвета;

- не содержит фосфаты и цеолиты;

- отлично выполаскивается;

- не вызывает аллергических реакций;

- защищает детали машины от образования накипи;

- имеет пониженное пенообразование, благодаря чему препятствует поломке стиральной машинки.

Состав: < 5% анионовые и неионогенные ПАВ, <5% - кислородный отбеливатель, оптический отбеливатель, силикаты, энзимы, парфум.

Вес: 5 кг

Производитель: CLOVIN
",210,/chemistry/18-liquid-powder/waschkonigColor65.jpg,19,true
198,Капсулы для стирки DASH 3in1 (15шт.) (Италия),"Вам надоело покупать дорогие и не эффективные средства для стирок, которые не могут удалить даже самые обычные загрязнения? Тогда рекомендуем обратить на новинку от компании Даш. Универсальные капсулы для стирки Dash 3in1 были предоставлены в начале этого года, но они уже смогли завоевать огромную популярность по всей Европе. Страна производитель Италия.

В составе геля находится специальные компоненты, которые будут максимально тщательно удалять пятна. В одной упаковке находится 12 гелиевых капсул. Их можно использовать для любого типа и цвета ткани. Новая формула геля будет также способствовать в сохранении контрастного цвета одежды, поэтому ваша любимая блузка теперь будет как новая даже через сто стирок.",220,/chemistry/19-washing-capsules/dash3in1PODS.jpg,20,true
199,"Капсулы для стирки универсальные Ariel 3в1, 32 (шт.)","Тройные капсулы Ariel 3x Action - продукт, который за несколько лет своего присутствия на рынке прочно завоевал предпочтения потребителей и является ""золотым"" стандартом среди бытовых (непрофессиональных) средств для стирки. Это инновационное средство позволит сделать стирку еще более эффективной. Каждая капсула имеет 3 отделения, в которых содержатся: гель для стирки тройной концентрации, позволяющий отстирывать уже при 20С, пятновыводитель и средство для сохранения ярких цветов. Данный вид капсулы сохраняет оптимальные свойства каждого находящегося в ней вещества за счет их разделения. Капсулы Touch of Febreze (Cвежесть от Febreze) предназначены для стирки как светлых, так и цветных вещей и подходят для всех типов тканей кроме шерсти. Содержащийся в капсуле кондиционер Febrezeпридаст вашим вещам мягкость и неповторимый свежий аромат. Способ применения Поместите капсулу на дно барабана, затем загрузите белье
",250,/chemistry/19-washing-capsules/arielPods3in1.jpg,20,true
200,Капсулы для стирки универсальные Lenor Pods 3in1,"Изысканное моющее средство в гелиевых капсулах Lenor PODS 3-в-1  обеспечивает сияющие-чистое белье, свежий аромат и нежную заботу о ваших вещах. Прекрасная смесь утонченных ароматов цветка лотоса, водяной лилии, незабудки и ромашки.

Гель-капсулы для стирки Lenor (Ленор) – это: белье, сияющее чистотой, бережный уход и защита от преждевременного износа Lenor  — это капсулы для стирки трехкомпонентные, которые идеально отстирают даже самые загрязненные участки вашей одежды, а также придадут ей запах свежести.

Оригинальный аромат Lenor по-прежнему остается настоящим классическим и чрезвычайно популярным. Состоящий из сказочного сочетания весенних цветов, аромат открывает мысленное путешествие в прошлое, к вашему дому. Ощущение свежести белья, как вы его знаете с детства, можно испытать повсюду.

Тройная концентрированная сила смывания пятен и смягчителя ткани гарантирует, что ваши ткани будут чистыми, деликатными, мягкими и будут иметь прекрасный, продолжительный аромат. Капсулы противодействуют поседению тканей и восстанавливают их естественную белизну. Кроме того, они освежают и усиливают интенсивность цвета и предотвращают выцветание.

Капсулы имеют уникальную многокамерную структуру, что означает, что ингредиенты отделены друг от друга и не объединяются друг с другом до начала стирки, благодаря чему обеспечивает чрезвычайно концентрированную моющую способность. Инновационная оболочка капсулы полностью растворяется при контакте с водой. Они очень удобны в использовании, ведь достаточно забросить 1 капсулу в барабан с одеждой и не нужно дополнительно использовать ополаскиватель.",8.50,/chemistry/19-washing-capsules/lenorPods3in1.jpg,20,true
201,Ополаскиватель-кондиционер Coccolino 5л.,"Концентрированный кондиционер для белья Coccolino 5 литров, с нежным, приятным ароматом придает белью свежесть и мягкость, дольше сохраняет ткань новой, облегчает глажку, обладает антистатическим эффектом. Используется как при ручной стирке, так и в стиральных машинах любого типа.",165,/chemistry/20-conditioners/coccolinoBlue.jpg,21,true
202,"Ополаскиватель Coccolino Sensitive, 925мл. (37 стирки) (Германия)","Встречайте концентрированный гипоалергенный ополаскиватель-кондиционер для белья Coccolino Sensitive в новом дизайне. Он отлично подойдет для стирки детских вещей, а также для людей с чувствительной кожей, склонной к аллергии. Ополаскиватель имеет нежный, мягкий и ненавязчивый аромат, что особенно понравится тем, кто не любит резкие и насыщенные отдушки. Подходит для использования в стиральных машинах-автоматах, а также для полоскания белья после ручной стирки.",80,/chemistry/20-conditioners/coccolinoSensitiye37.jpg,21,true
203,"Ополаскиватель Coccolino Ария весны, 2л. (22 стирки) (Германия) ","Ополаскиватель для белья для всех видов тканей, эффективно смягчает волокна ткани, защищает их от повреждений, сохраняет воздухопроницаемость белья. Без фосфатов и формальдегидов. Рассчитаны на 22 стирки. Имеет приятный аромат весенней свежести.",135,/chemistry/20-conditioners/coccolinoProva22.jpg,21,true
204,Ополаскиватель Silan Fresh Control Прохладная свежесть 1.45л. (58 стирок),"Устойчивый дым от сигарет, неприятный затхлый запах, химический аромат порошка — забудьте об этих проблемах с Silan Fresh control. Этот кондиционер превратит вашу одежду в воплощение свежести, от которого веет приятной прохладой. Более того, он сохранит это чувство на длинные 140 дней, поэтому после долгой зимы вы достанете летнюю футболку и приятно удивитесь ее свежему аромату. Продукт прекрасно работает с различными типами тканей и сочетается со стиральными средствами любого вида.",140,/chemistry/20-conditioners/silanCoolFresh.jpg,21,true
205,Ополаскиватель Silan Dreamy Lotus Сказочный лотос 1.45л. (58 стирок),"Встречайте Сказочный лотос от известного бренда Silan серии Ароматерапия! С кондиционером для белья Dreamy Lotus вы будете наслаждаться после каждой стирки мягкостью вещей и удивительным ароматом.

В составе средства содержатся расслабляющее эфирное масло и уникальные двойные парфюмированные капсулы, которые активируют освежающий аромат при каждом движении. Обеспечивая смягчающее и антистатическое действие, кондиционер дарит вашим вещам роскошный запах и надолго сохраняет его. После использования продукта белье быстрее высыхает, а также лучше гладится.

При условии соблюдения рекомендованной производителем дозировки, аромат Silan Dreamy Lotus продержится в течение 140 дней во время хранения белья в шкафу.",140,/chemistry/20-conditioners/silanDreamyLotus.jpg,21,true
206,Ополаскиватель Silan Sensual Rose Чувственная роза 1.45л. (58 стирок),"Превратите обычную процедуру стирки на успокаивающую ароматерапию с кондиционером Silan. После его использования ваша одежду покроется богатыми ароматами розы благодаря натуральному эфирному маслу. Эффективные компоненты превратят любую ткань на мягкий бархат, который приятно окутывает тело.
Особенность продукта заключается в специальных двойных капсулах с парфюмированными частицами. Они удерживают аромат внутри и постепенно раскрывают его, сохраняя эффект свежевыстиранной одежды до 140 дней. Благодаря натуральному эфирному маслу розы в составе кондиционера запах отличается особой глубиной и многогранностью. Кроме этого, ваши вещи станут мягкими на ощупь, будут легко гладится и не будут электризоваться при ношении.",140,/chemistry/20-conditioners/silanSensualRose.jpg,21,true
207,Средство для мытья посуды Fairy Professional zitrone/lemon 5л.,Fairy Professional эффективно растворяет жир даже в холодной воде. Экономичен в использовании. Густая пена позволяет вымыть большое количество посуды. Мягкий для рук. Приятный аромат любимых фруктов сопровождает вас во время мытья посуды.,165,/chemistry/21-detergent/fairy5l.jpg,22,true
208,"Средство для мытья посуды Saamix 1,5л","Средство Saamix в бутылке объемом 1,5 литра в гелевом состоянии, подходит для мытья всех видов посуды. Блеск с первого мытья",90,/chemistry/21-detergent/saamixLavalajillas.jpg,22,true
209,Таблетки для посудомоечной машины Finish Classic (100 шт),"Таблетки Finish Classic предназначены для эффективного мытья посуды в посудомоечных машинах. Уникальный красный шар Powerball, который находится в центре таблетки, обладает моментальным действием. Он размягчает засохшие остатки пищи на посуде, а активные моющие компоненты вымывают частицы загрязнения и удаляют любые пятна.

Голубой слой таблетки полностью очищает посуду от остатков пищи.

Белый слой удаляет все следы загрязнений и гарантирует эффективное очищение и ослепительную чистоту.

Finish Classic полностью удаляет налет от чая или кофе, следы от губной помады, гарантируя блестящий результат.  

ВНИМАНИЕ: В состав таблеток не входит соль (для смягчения воды) и ополаскиватель (для придания глянцевого блеска посуде). Их производитель рекомендует добавлять отдельно.",350,/chemistry/21-detergent/finishPowerball100tabs.jpg,22,true
210,Таблетки для посудомоечных машин Denkmit Geschirr-Reiniger Classic (65 шт),"Бренд DenkMit разработал инновационную формулу таблетированного средства, помещаемого в посудомоечные машины. В чем преимущества Geschirr Reiniger Tabs? Качественно удаляет любые загрязнения, придавая изделиям чистый, ослепительный блеск вид благодаря специальным солям. Сохраняет узоры и элементы художественной росписи. Предотвращает образование известковой накипи и неаккуратных водных пятен. Эффективны для столовых серебряных приборов и изделий из нержавеющей стали. Препятствует естественным процессам помутнения посуды из стекла. Помимо непосредственного очищения кухонных приборов, кастрюль, тарелок, с чем таблетки DenkMit справляются на отлично, средство еще и заботится о технике. Специальная формула предотвращает отложение известкового налета, жиров и частиц грязи в посудомоечной машине, продлевая ее срок эксплуатации. Таблетки DenkMit эффективно защищают вашу технику и обеспечивают безупречную чистоту посуды.",200,/chemistry/21-detergent/denkMITClassic65.jpg,22,true
211,Средство для прочистки труб KRET,"Мощное и очень эффективное средство для химической чистки труб и сифонов в канализационных системах, который самостоятельно устраняет всякие стойкие органические загрязнения (волосы, жир, кухонные отходы). Ликвидирует неприятные запахи. Содержит алюминиевый активатор. Средство для чистки труб имеет сильное разъедающее свойство. Оберегать глаза от средства. Беречь от детей.

Способ применения: Всыпать в отверстие 50 г, залить 0,5л теплой воды и оставить на 5-10мин. Промыть большим количеством воды. В случае необходимости действие повторить. Для профилактики рекомендуется использовать 1 раз в неделю.

Не использовать для алюминиевых конструкций.",75,/chemistry/21-detergent/kret.jpg,22,true
212,Спрей от налета и ржавчины Power Wash 750мл. (Германия),"Пятновыводитель спрей Power Wash 750мл. ― высококачественное немецкое средство для удаления сложных пятен с любых видов ткани.

Теперь проблема с трудновыводимыми пятнами решается легко и быстро, с помощью  пятновыводителя, который эффективно и быстро удалит любые, даже застарелые пятна.
Пятновыводитель спрей имеет приятный и насыщенный аромат.
Благодаря своей уникальной формуле глубокого проникновения, пятновыводитель Power Wash поможет  вам удалить сложные застарелые пятна от кофе, жира, соусов, косметики на цветных и белых вещах и при этом экономить, ведь теперь не нужно покупать разные пятновыводители для разных типов тканей.
Пятновыводитель  имеет удобный разбрызгиватель, благодаря которому вы сможете наносить средство непосредственно на пятно.",70,/chemistry/21-detergent/powerWashSpray.jpg,22,true
213,"Спрей от налета и ржавчины Blik Power, 750мл.","Мощный распылитель для вывода ржавчины и налета с различных типов поверхностей. Подойдет для очистки керамических изделий в санузлах, кухонных плит, духовок и прочего. Не совместим с материалами, чувствительными к активным кислотам. Может повредить их структуру. Не рекомендуем испытывать продукт на мраморе.

Способ применения: конечность бутылки повернуть к символу «распыления». Выбрать оптимальную для работы скорость. Равномерно нанести жидкость на загрязненные участки. Подождать 10-15 минут. Смыть остатки препарата влажной губкой или тряпкой. Рекомендуем работать в резиновых перчатках.

Не используйте раствор Power Kalk в плохо проветренном помещении, куда не поступает кислород. При необходимости процедуру можно повторить несколько раз.",55,/chemistry/21-detergent/PowerBlick.jpg,22,true
214,Таблетки для чистки унитаза Power WC-Tabs (16 шт),"Таблетки для чистки унитаза или писсуара, в местах, где невозможно почистить щеткой. Чистит и предотвращает образование известкового налета. Обеспечивает чистоту и свежесть на несколько недель.",65,/chemistry/21-detergent/wcTabsPower.jpg,22,true
215,Средство от плесени SAVO 500мл.,"Средство Savo против плесени эффективно против микроскопических волокнистых грибков, водорослей, лишайников и обладает выраженным бактерицидным действием. Средство от грибка и плесени Savo используется для ликвидации плесени прежде всего на стенах, поскольку имеет отбеливающий эффект, а также на облицовочной плитке, вокруг умывальников, ванн, окон или кухонных шкафов, удаляет серые и черные пятна со стен и потолков, отбеливает поверхность и устраняет неприятный запах.",75,/chemistry/21-detergent/savo.jpg,22,true
216,Средство для чистки унитаза Agent Max White 1100мл.,"Средство для чистки унитаза Agent Max White дезинфицирует и отбеливает, оставляет запах чистоты. Благодаря своей формуле средство хорошо прилегает к керамическим поверхностям, очищает загрязнения, сохраняя эффект чистоты после повторного слива, благодаря чему он гарантирует 24-часовую гигиеническую чистоту и антибактериальный эффект.

Ежедневная используемый Агент Макс убивает микробы и хорошо справляется с грязью в туалете.

Подходит для чистки унитаза, ванны, раковины, кранов, слива и водостока на кухне и в ванной, пола и т.д..

Может использоваться как отбеливатель для тканей.

Способ применения:

Унитаз: нанесите средство Agent Max под ободком унитаза и оставьте на ночь.

Раковины, ванны: нанесите средство на поверхность и обработайте с помощью щетки, смойте через 2-3 минуты.

Сливы и водостоки на кухне и в ванной: налейте в сливное отверстие для дезинфекции и устранения неприятных запахов.

Объем: 1100 мл.

Страна производитель: Польша.",55,/chemistry/21-detergent/agentMaxWhite.jpg,22,true
217,Средство для чистки унитаза Agent Max Лесной 1100мл.,"Средство для чистки унитаза Agent Max Лесной 1100 мл.

Агент Макс был разработан специалистами для обеспечения 24-часовой чистоты керамических поверхностей. Благодаря своей плотной текстуре он отлично прилипает к очищенным поверхностям, сохраняя эффект после повторного полоскания, благодаря чему он гарантирует 24-часовую гигиеническую чистоту.

Ежедневно используемый агент Макс убивает микробы и хорошо справляется с самой сильной грязью в туалете.

Объем: 1100 мл.

Страна производитель: Польша",55,/chemistry/21-detergent/agentMaxlesny.jpg,22,true
218,Средство для чистки унитаза Agent Max Лимон 1100мл.,"Средство для чистки унитаза Agent Max Лимон 1100 мл.

Получить гигиеническую чистоту и свежесть в Вашей ванной комнате Вам поможет средство для чистки Agent Max - современный европейский средство по уходу за туалетом и другими предметами в ванной комнате и на кухне.

Agent Max был разработан специалистами для обеспечения круглосуточной чистоты керамических поверхностей. Его плотная текстура делает ее идеальной для очищенных поверхностей, сохраняя свой эффект после повторного полоскания, благодаря чему гарантирует круглосуточную гигиеническую чистоту. Ежедневно используется Агент Макс убивает микроорганизмы и хорошо справляется с сильным грязью в туалете. Антибактериальное средство Agent Max гарантированно сохранит чистоту в вашей ванной комнате в течение 24 часов.

Объем: 1100 мл.

Страна производитель: Польша",55,/chemistry/21-detergent/agentMaxCytrynowy.jpg,22,true
219,"Гель для душа Be Beauty с экстрактом хлопка, 1.3л.","Гель для душа Be Beauty - нежный очищающий гель для душа и пена для ванны в одном флаконе!
Обогащен экстрактом хлопка для разглаживания, смягчения кожи и бережного мытья.

Способ применения: Нанести на влажную кожу, вспенить и смыть водой. Избегать контакта с глазами. При попадании в глаза тщательно промыть водой. Только для наружного применения.",70,/chemistry/22-soap-shampoos-gels/BeBeautyMleczkoBawetniame.jpg,23,true
220,"Гель для душа Be Beauty Козье молоко , 1.3л.","Гель для душа Be Beauty - нежный очищающий гель для душа и пена для ванны в одном флаконе!
Обогащен экстрактом хлопка для разглаживания, смягчения кожи и бережного мытья.

Способ применения: Нанести на влажную кожу, вспенить и смыть водой. Избегать контакта с глазами. При попадании в глаза тщательно промыть водой. Только для наружного применения.",70,/chemistry/22-soap-shampoos-gels/BeBeautyKozieMleko.jpg,23,true
221,"Жидкое мыло Gallus Blueberry Черника, 1л. (Германия)","Жидкое мыло Gallus blueberry - это средство для личной гигиены рук, которое имеет приятный свежий аромат ягод черники. В состав жидкого мыла Галус входят  натуральные растительные компоненты, которые нежно заботятся о Вашей коже рук и предотвращают ее пересыхание. Мыло Gallus blueberry густое по своей консистенции, легко образует при контакте с водой нежную пенку, которая нежно обволакивает и отлично устраняет загрязнения. Ягодное мыло не сушит кожу, после мытья ваши руки не будут сухими, а кожа стянутой, ведь входящий в состав глицерин придаст им нежности и сохранит водный баланс.

Галлус блюбери оказывает антибактериальное, тонизирующее и увлажняющие действия, имеет яркий дизайн и дозатор для экономического использования. ",60,/chemistry/22-soap-shampoos-gels/gallusBlueberry.jpg,23,true
222,"Жидкое мыло Gallus White Tea Белый Чай, 1л. (Германия)","Жидкое мыло Gallus  – содержит натуральные растительные экстракты, заботится о коже рук и предотвращает её пересыхание. Жидкое мыло для рук мягко очищает кожу, не повреждает её защитный слой, не разрушает естественный жировой покров. Для тех, кто прежде всего ценит чистоту и гигиену, жидкое мыло Gallus подойдет идеально. Жидкое мыло дает прекрасную пену, поэтому его не нужно много: чтобы помыть руки, Вам хватит в буквальном смысле и капли средства! Мыло в своем составе содержит натуральные растительные экстракты, которые тонизируют кожу рук, способствуют скорейшему заживлению микротрещин. Мыло способствует улучшению микроциркуляции веществ в коже, так как насыщают клетки влагой и необходимыми витаминами. Как известно, жидкое мыло более деликатно очищает кожу, не разрушает её защитный слой. Кроме того, упаковка с дозатором позволяет очень экономично использовать средство.",60,/chemistry/22-soap-shampoos-gels/gallusWhiteTea.jpg,23,true
223,"Жидкое мыло Dove Beauty Cream Bar, 5.65л. (Венгрия)
","Для любой современной женщины гигиена играет особую роль в жизни. Множество микробов и бактерий, которые подстерегают нас каждый день, могут не только неблагоприятно сказаться на здоровье, но и вызывать преждевременное старение дермы. Именно поэтому всемирно известная компания Dove разработала новый продукт для ухода за нежной женской кожей. Представляем вашему вниманию жидкое крем-мыло «Красота и уход», которое станет для вас средством №1. Оно не только с легкостью очистит ваши ручки от загрязнения, но и бережно позаботиться о дерме. Благодаря нежной и приятной консистенции мыло легко распределяется и увлажняет. Продукт восстанавливает оптимальный водный баланс кожного покрова, делая дерму более мягкой и шелковистой. Уже после первого применения, вы ощутите, что ваши руки стали более нежными и гладкими. Активные компоненты, которые входят в состав продукта, защитят вашу кожу в течение дня. Подарите себе чувство свежести и легкости вместе с прекрасным средством торговой марки Dove. Способ применения: нанести необходимое количество мыла на руки. Смыть водой
",175,/chemistry/22-soap-shampoos-gels/doveCreamBar.jpg,23,true
224,"Шампунь Elkos Frucht & Vitamin, фруктовый, 500мл. (Германия)","Шампунь для волос Elkos Fruch&Vitamin придает блеск и эластичность волосам. Облегчает расчесывание после мытья. С помощью природных витаминов стимулирует рост волос, успокаивает кожу головы,а также дарит вашим волосам мягкость и шелковитость. Подходит для нормальных и слегка сухих волос. Содержит витамины и экстракт фруктов,поддерживает структуру волос от корней до кончиков. Без силикона. Подходит для ежедневного использования.",50,/chemistry/22-soap-shampoos-gels/elkosFrucht&vitamin.jpg,23,true
225,"Шампунь Elkos Hair Pflege, кропива + 7 трав, 500мл. (Германия)","Шампунь для всех типов волос Elkos 7 Трав & Витамины придает блеск и эластичность Вашим волосам.

Сбалансированная эффективная формула шампуня Elkos на экстрактах 7 лечебных трав и необходимых витаминов предназначена для увеличения объема и придания пышности волосам.

Шампунь для волос способствует питанию и увлажнению кожи головы; успокаивает раздражения кожи; восстанавливает и укрепляет структуру волос по всей длине; предотвращает появление секущихся кончиков; защищает волосы от негативного внешнего воздействия.

  Комплекс витаминов укрепляет корни волос, приподнимает волосы у корней, придавая им объем и пышность, значительно уменьшает ломкость и выпадение волос.

Объем и сила волос от корней до самых кончиков!

Применение: нанесите легкими массажными движениями на влажные волосы, вспените, затем смойте обильным количеством воды. Подходит для частого применения.",50,/chemistry/22-soap-shampoos-gels/elkosKrauter.jpg,23,true
226,"Шампунь Head & Shoulders, Цитрусовая свежесть, 400мл.","Шампунь против перхоти Head & Shoulders Цитрусовая Свежесть очищает кожу головы, удаляя жир и борясь с перхотью. Шампуни Head & Shoulders с формулой тройного действия очищают, защищают и увлажняют (при регулярном использовании) ваши волосы и кожу головы — вы получите до 100% свободы от перхоти. Свойства шампуня Head & Shoulders отвечают новым высоким стандартам красоты, а в его состав входит опробованный и протестированный активный ингредиент против перхоти, благодаря чему волосы прекрасно выглядят, а перхоть исчезает (видимые с расстояния 6 см чешуйки перхоти исчезают при регулярном использовании).- До 100% свободы от перхоти (видимые чешуйки перхоти, при регулярном использовании)- Шампунь против перхоти Head & Shoulders Цитрусовая Свежесть- Для нормальных и жирных волос, даже окрашенных или с химической завивкой- Формула тройного действия очищает, защищает и увлажняет- Смягчает сухость кожи головы, успокаивает зуд и снимает раздражение (вызванное перхотью)- Специально разработан для жирных волос и борьбы с перхотью- Мягкий шампунь со сбалансированной pH-формулой для ежедневного использования- С экстрактом лимона и освещающей мятой",75,/chemistry/22-soap-shampoos-gels/head&shouldersCitrusFresh.jpg,23,true
227,Шампунь Head & Shoulders Smooth & Silky 400мл.,"Шампунь отлично борется с перхотью и подходит для нормальных и сухих волос. Наилучший результат достигается благодаря комплексному использованию этого средства и бальзама одной серии.

Средство оказывает двойное воздействие: восстанавливает нормальный баланс кожи головы, активно устраняя перхоть, и ухаживает за волосами, делая их гладкими и послушными. Формула ActiZink, богатая витамином Е, способствует восстановлению кожного покрова и помогает избавится от грибка, провоцирующего появление перхоти.

Усовершенствованная формула позволяет использовать Шампунь 2в1 против перхоти ""Гладкие и шелковистые"" каждый день. Отличный очищающий и увлажняющий эффект сохраняется надолго!

Вам обязательно понравится легкая, пенящаяся структура средства, которая хорошо распределяется на волосах. Шампунь имеет нежный аромат.

Способ применения: Нанесите необходимое количество шампуня на влажные волосы, вспеньте, помассируйте в течение нескольких минут, после чего тщательно смойте водой

Время применения: универсальное
Тип волос: все типы, сухие",75,/chemistry/22-soap-shampoos-gels/head&shouldersPINK.jpg,23,true
228,"Шампунь Herbal Essences Golden Moringa Oil, 250мл.","Herbal Essences Golden Moringa Oil Shampoo - это уникальный шампунь, который не только бережно и тщательно очистит ваши роскошные волосы от любых загрязнений, но и позволит вам делать идеально аккуратные прически.
Средство от Herbal Essences эффективно выравнивает волосы и предотвращает образование волн и завитков до двух дней. Этот уникальный шампунь придает волосам неповторимое сияние.
Предлагаемый продукт прекрасно подойдет для любого типа женских волос. Он оказывает мягкое действие, не вызывает аллергии.",45,/chemistry/22-soap-shampoos-gels/HerbalEssencesGOLDENESMORINGAOL.jpg,23,true
229,"Шампунь Pantene Pro-V Glatt & Seidig Блестящие и Шелковистые, 300мл.","Это шампунь с совершенной ухаживающей формулой, которая направлена на защиту кератина и предупреждение ломкости. Продукт придает волосам невероятную гладкость и потрясающую шелковистость, делая их легкими и послушными.

Активные компоненты проникают глубоко внутрь и способствуют быстрому насыщению, восстановлению изнутри. Формула, обогащенная разглаживающими микрочастицами, взаимодействует с локонами, поддерживая оптимальный уровень увлажненности, разглаживает поверхность волос. В результате даже самые непослушные и сухие пряди становятся ровными и гладкими, как шелк.

В составе содержатся аминокислоты, которые являются важнейшими структурными компонентами волос. Также присутствует пантенол, оказывающий благотворное влияние на кожу головы – приводит в норму обмен веществ, регулирует выделение кожного жира, защищает от воздействия внешних факторов. Подарите своим волосам здоровый вид до самых кончиков!

Способ применения:

нанесите на влажные волосы необходимое количество шампуня. В течение 2 минут массируйте кожу головы круговыми движениями. Тщательно смойте пену обильным количеством прохладной воды.",65,/chemistry/22-soap-shampoos-gels/pantenePro-vGlatt.jpg,23,true
